test_id,세트,유형,난이도,family,pass_fail,actual_route,response_status,postgres_used,enterprise_rag_used,latency_ms,failure_reasons,user_query,기대_답변,response_text
Test 38,6차 마스터,제도 RAG,상,Document,PASS,document,success,False,True,9125.5,[],"""제가 지정해 놓은 디폴트옵션 상품이 정부로부터 승인 취소 처분을 받았다고 합니다. 퇴직연금 사업자가 저에게 의무적으로 고지해 주어야 하는 항목들은 무엇인가요? 만약 고지 문자나 메일을 받고도 제가 대안 상품을 선택하지 않고 무응답으로 일관한다면 제 기존 적립금은 어떻게 되나요?""","• 의무 고지 항목 (3가지): 사업자는 ① 승인취소 사유, ② 해지 방법 및 절차, ③ 다른 사전지정운용방법을 포함한 3가지 이상의 대체 운용방법 정보를 가입자에게 즉시 통지해야 합니다 .
• 가입자 무응답 시 처리: 승인취소 고지 후 가입자가 아무런 대안 상품을 선택하지 않는 경우, 사업자는 승인취소된 기존 상품과 동일한 위험등급의 다른 사전지정운용방법으로 적립금을 이전하여 운용할 수 있습니다 .","사용자님의 질문에 대한 답변을 드리겠습니다.

1. 퇴직연금 사업자가 의무적으로 고지해야 하는 항목들:
   - 승인 취소 사유
   - 해지 방법 및 절차
   - 3가지 이상의 대체 운용 방법 정보

2. 고지 문자나 메일을 받고도 대안 상품을 선택하지 않고 무응답으로 일관할 경우, 기존 적립금의 처리:
   - 사업자는 승인 취소된 상품과 동일한 위험 등급의 다른 사전지정운용방법으로 적립금을 이전하여 운용할 수 있습니다.

출처: doc29.xlsx, sheet 자주 묻는 질문, 질문 79, 80, 81"
Test 39,6차 마스터,제도 RAG,중,Document,PASS,document,success,False,True,15078.5,[],"""디폴트옵션을 지정해 놓은 상태인데, 실제 자동으로 돈이 굴러가기 전에 제 투자성향 분석 유효기간이 만료되었습니다. 혹은 중간에 제 투자성향을 기존보다 매우 낮은 단계로 변경해 버렸습니다. 이 경우 만기 자금의 디폴트옵션 자동 매수가 막히나요? 직접 돈을 넣는 직접 매수(옵트인) 방식과의 차이를 대조해 설명해 주세요.""","• 자동 매수 진행 여부: 유효기간 만료 및 성향 변경과 무관하게 기존에 지정된 디폴트옵션에 따른 자동 매수는 정상적으로 진행됩니다 .
• 직접 매수(옵트인) 방식과의 차이점:
• 유효기간 만료 시: 옵트인(직접 매수) 시에는 반드시 투자성향을 먼저 갱신해야 매수가 가능합니다 .
• 성향 하향 변경 시: 변경된 투자 성향이 지정해 둔 디폴트옵션의 기준 등급보다 낮을 경우, 직접 매수(옵트인)는 차단 및 제한됩니다 .","아닙니다. 디폴트옵션을 지정한 상태에서 투자성향 분석 유효기간이 만료되거나 투자성향을 낮춘 경우에도 디폴트옵션에 따른 자동 매수는 정상적으로 진행됩니다. 

- **투자성향 유효기간 만료**: 유효기간이 만료되더라도 기존에 지정한 디폴트 옵션의 적용에는 영향을 미치지 않습니다.
- **투자성향 변경**: 성향이 변경되더라도 기존에 설정한 디폴트 옵션에는 영향을 미치지 않으며, 자동 매수는 정상적으로 진행됩니다. 다만, 옵트인 방식으로 상품을 매수하는 경우, 변경된 투자 성향이 지정한 디폴트 옵션의 투자 성향보다 낮은 수준이라면 매수가 제한될 수 있습니다.

이와 달리, **옵트인(직접 매수) 방식**에서는 투자 성향을 갱신해야만 상품 매수가 가능합니다. 따라서 투자성향 변경 후에는 옵트인 방식으로는 매수가 제한될 수 있지만, 디폴트 옵션에 의한 자동 매수는 이러한 제한 없이 진행된다는 점에서 차이가 있습니다.

출처: doc29.xlsx, 자주 묻는 질문, S1,S4,S9 88, 89"
Test 40,6차 마스터,제도 RAG,상,Document,PASS,document+law,success,False,True,15636.6,[],"""디폴트옵션을 이미 완벽히 지정해 두었습니다. 그럼에도 불구하고 제 퇴직연금 계좌 내의 현금성자산 중 디폴트옵션 자동 매수(자동 편입) 적용 대상에서 법적/제도적으로 원천 제외되어 안전하게 현금 상태로 보존되는 자금의 범주가 있다면 모두 가르쳐주세요.""","• 사전지정을 완료했더라도 다음 4가지 유형의 현금성자산은 디폴트옵션 자동 적용 대상에서 무조건 제외되어 안전하게 현금성 자산으로 보존됩니다 .
• 디폴트옵션 지정 전에 이미 보유하고 있었던 현금성자산
• 퇴직연금 내 다른 금융 상품을 중도 매도하여 보유하게 된 현금성자산
• 디폴트옵션 증거금을 수동으로 해지한 후 보유하게 된 현금성자산
• 입금매수 또는 만기예약매수 지정 시 현금성자산으로 명시하여 등록 및 보유 중인 현금성자산","아닙니다. 제공된 자료에 따르면, 디폴트옵션으로 자동 매수되지 않고 현금 상태로 안전하게 보존되는 자금의 범주는 다음과 같습니다:

1. **만기예약매수**: 일회적으로 미리 정해 두는 만기예약매수는 가입자가 스스로 한 운용지시로 간주되어 자동 재예치와 구별됩니다. 따라서 기존과 같은 원리금보장상품을 계속 운용하는 것이 가능합니다.
2. **사전지정운용방법 미선정**: 디폴트옵션을 지정하지 않았고 별도의 운용지시도 하지 않은 경우, 적립금은 대기성자금(현금성자산)으로 운용됩니다.

이와 같은 자금들은 디폴트옵션의 자동 매수 적용 대상에서 제외되어 안전하게 현금 상태로 보존됩니다. 

출처: doc31.pdf (페이지 4, 6), doc29.xlsx (자주 묻는 질문 시트, README 시트)"
Test 41,6차 마스터,실무 RAG + Logic,최상,Document,PASS,document,success,False,True,18014.2,[],"""고용노동부의 2025년 말 공시 자료에 기재된 디폴트옵션 적립금 규모, 참여 금융기관 수, 승인 상품 수는 각각 얼마인가요? 그리고 적극투자형(14.9%), 중립투자형(10.8%), 안정투자형(7.5%) 등 유형별 연간 수익률이 모두 높음에도 불구하고, 시장 전체 디폴트옵션 평균 수익률은 3.7%로 매우 낮게 수렴하는 현상이 발생하는 이유를 수학적/통계적 관점에서 설명해 주세요.""","• 2025년 말 기준 시장 규모: 적립금 53조 원, 지정 가입자 수 734만 명, 승인 상품 319개, 참여 금융기관 41곳입니다 .
• 전체 평균(3.7%)이 낮은 이유 (가중평균 왜곡):
• 수익률의 전체 평균은 개별 유형의 수익률을 단순히 평균(산술평균) 낸 값이 아니라, 자금이 쏠린 정도를 반영한 가중평균이기 때문입니다 .
• 공시 자료에 따르면, 전체 디폴트옵션 적립금의 85%와 지정 가입자의 79%가 연 2.6% 수준의 낮은 수익률을 내는 '안정형(초저위험)' 상품에 절대적으로 집중되어 있어, 가중평균 계산 시 전체 수익률 평균이 안정형 수익률 쪽으로 대폭 끌려가 낮게 수렴하게 됩니다 .","고용노동부의 2025년 말 공시 자료에 따르면, 디폴트옵션 운용 적립금은 **53조 원**이고, 지정가입자 수는 **734만 명** 수준입니다. 또한, 승인 상품은 **319개**, 참여 금융기관은 **41곳**입니다.

디폴트옵션의 평균 수익률이 낮은 이유에 대해 수학적/통계적 관점에서 설명드리겠습니다.

1. **다양한 상품 포트폴리오**: 디폴트옵션 상품들은 다양한 자산 배분 전략과 투자 스타일을 포함하고 있습니다. 이러한 다양성은 개별 상품들의 수익률이 상이하게 나타나도록 하며, 전체 평균 수익률을 낮추는 요인이 될 수 있습니다.

2. **위험 분산**: 디폴트옵션은 투자자의 위험 성향에 맞춰 설계된 여러 가지 옵션을 제공합니다. 안정적인 수익을 목표로 하는 상품들이 많기 때문에, 높은 리스크를 감수하지 않으면서도 안정적인 수익을 추구하는 경향이 강합니다. 이는 전체적으로 높은 수익률을 기대하기 어렵게 만듭니다.

3. **시장 변동성**: 금융 시장의 변동성에 따라 개별 상품의 성과가 다르게 나타날 수 있습니다. 특정 시기에는 주식 시장이 하락하거나 금리가 변동하면서 일부 상품의 수익률이 낮아질 수 있으며, 이는 전체 평균 수익률에 부정적인 영향을 미칩니다.

4. **비중 조정**: 승인된 포트폴리오의 구성비가 변경될 경우, 기존에 해당 포트폴리오로 운용 중인 적립금도 변경된 비중에 맞게 조정됩니다. 이 과정에서 일시적으로 수익률이 낮아질 수 있습니다.

이와 같은 이유로 개별 상품들의 수익률이 높더라도, 전체 디폴트옵션 평균 수익률은 상대적으로 낮게 수렴하는 현상이 발생할 수 있습니다.

출처:
- 고용노동부 2025년 말 공시 자료 (doc29.xlsx, 자주 묻는 질문, S5, S6, S8, 94, 95)"
Test 42,6차 마스터,상품 RAG,중,Product,PASS,product,success,True,True,4484.9,[],"""'미래에셋아세안셀렉트Q연금저축증권전환형자투자신탁1호(주식)' 상품의 경우, 약관상 규정된 '소비자 관련주'의 투자 의무 비율은 자산총액 대비 최소 몇 % 이상인가요? 만약 최초 매입 시점에는 소비자 관련주에 부합했으나 가입 이후 사후적으로 소비자 관련주 범주에서 제외된 경우, 해당 주식을 어떻게 처리하는지 원문을 기준으로 알려주세요.""","• 의무 투자 비율: 본 투자신탁은 포트폴리오 운용 시 ""소비자관련주""에 대한 투자를 80% 이상으로 유지하여야 합니다 .
• 사후 제외 처리 기준: 주식의 편입 시점에는 소비자관련주에 해당했으나, 이후 사후적으로 해당 범주에서 제외된 경우라 하더라도 이미 기매입된 주식은 규정상 계속하여 소비자관련주에 부합하는 자산으로 간주할 수 있습니다 (강제 매도 의무 없음) .","다음 5개를 보여드리겠습니다.
상품 DB에서 확인된 결과입니다.
1. DB다같이장기채권증권투자신탁[채권] / 클래스 수수료미징구-오프라인(C) / 위험등급 5(낮은 위험) / 총보수 연 0.55% / 출처 R2_KR5131420025.pdf
2. DB다같이장기채권증권투자신탁[채권] / 클래스 수수료미징구-오프라인(C-F) / 위험등급 5(낮은 위험) / 출처 R2_KR5131420025.pdf
3. DB다같이장기채권증권투자신탁[채권] / 클래스 수수료미징구-온라인(C-E) / 위험등급 5(낮은 위험) / 총보수 연 0.3% / 출처 R2_KR5131420025.pdf
4. DB다같이장기채권증권투자신탁[채권] / 클래스 수수료선취-오프라인(A) / 위험등급 5(낮은 위험) / 총보수 연 0.25% / 출처 R2_KR5131420025.pdf
5. DB다같이장기채권증권투자신탁[채권] / 클래스 수수료선취-온라인(A-E) / 위험등급 5(낮은 위험) / 총보수 연 0.175% / 출처 R2_KR5131420025.pdf
근거 출처: 투자설명서 / 상품 DB 기준."
Test 43,6차 마스터,상품 RAG,중,Product,PASS,product,success,True,True,2824.6,[],"""'미래에셋아세안셀렉트Q연금저축증권전환형자투자신탁1호(주식)' 상품이 90% 이상 투자하는 모투자신탁은 구체적으로 동남아시아 지역의 어느 나라 상장주식에 주로 투자하여 초과이득을 추구하나요? 그리고 이 자투자신탁의 공식 성과 비교 기준이 되는 비교지수(벤치마크) 명칭도 알려주세요.""","• 투자 대상 지역/국가: 모투자신탁(미래에셋 아세안 셀렉트Q 증권 모투자신탁(주식))은 아세안지역(동남아시아국가연합)인 싱가포르, 인도네시아, 말레이시아, 필리핀, 태국 등의 상장주식에 신탁재산의 90% 내외를 적극적으로 투자합니다 .
• 공식 비교지수(벤치마크): MSCI South East Asia Index 입니다 .","다음 5개를 보여드리겠습니다.
상품 DB에서 확인된 결과입니다.
1. DB다같이장기채권증권투자신탁[채권] / 클래스 수수료미징구-오프라인(C) / 위험등급 5(낮은 위험) / 총보수 연 0.55% / 출처 R2_KR5131420025.pdf
2. DB다같이장기채권증권투자신탁[채권] / 클래스 수수료미징구-오프라인(C-F) / 위험등급 5(낮은 위험) / 출처 R2_KR5131420025.pdf
3. DB다같이장기채권증권투자신탁[채권] / 클래스 수수료미징구-온라인(C-E) / 위험등급 5(낮은 위험) / 총보수 연 0.3% / 출처 R2_KR5131420025.pdf
4. DB다같이장기채권증권투자신탁[채권] / 클래스 수수료선취-오프라인(A) / 위험등급 5(낮은 위험) / 총보수 연 0.25% / 출처 R2_KR5131420025.pdf
5. DB다같이장기채권증권투자신탁[채권] / 클래스 수수료선취-온라인(A-E) / 위험등급 5(낮은 위험) / 총보수 연 0.175% / 출처 R2_KR5131420025.pdf
근거 출처: 투자설명서 / 상품 DB 기준."
Test 44,6차 마스터,제도 RAG,상,Document,FAIL,document,success,False,True,11213.1,"[""D:required_fact_coverage_low:0/2""]","""연금 자산을 일일이 챙기기 번거로워 '예금이 만기될 때마다 시중 금융기관 중 가장 높은 이자를 주는 예금 상품으로 알아서 갈아타고 자동 재예치해 달라'는 형태로 금융기관에 포괄적인 운용지시를 걸어둘 수 있나요? 규정과 제도의 취지에 근거하여 답변해 주세요.""","• 불가합니다. 이러한 포괄운용지시는 제도적으로 절대 허용되지 않습니다 .
• 규정 및 근거:
• 2023년 7월 12일 사전지정운용제도(디폴트옵션)의 본격 시행 이후, 원리금보장상품의 단순 자동 재예치 제도는 전면 금지되었습니다 .
• ""매번 가장 금리가 높은 예금으로 옮겨달라""는 형태의 포괄적 위임 운용지시는 기존 금지된 자동 재예치와 사실상 동일한 효과를 내어 사전지정운용방법 제도의 근본 취지에 위배되므로 전면 차단됩니다 .","아닙니다. 이러한 포괄운용지시는 기존 자동 재예치와 유사한 효과를 내므로 사전지정운용제도 취지상 허용되지 않는다고 보는 것이 공식 FAQ의 입장입니다. 

따라서, 예금이 만기될 때마다 시중 금융기관 중 가장 높은 이자를 주는 예금 상품으로 자동으로 갈아타고 재예치하는 형태의 포괄적인 운용지시는 현재 규정과 제도에 따라 허용되지 않습니다. 다만, 가입자가 미리 정해둔 디폴트 옵션 상품으로 자동 매수되는 방식은 가능하며, 이는 6주의 유예기간이 지난 후에 적용됩니다. 만약 디폴트 옵션을 지정하지 않고 운용지시도 하지 않으면 적립금은 대기성 자금(현금성 자산)으로 운용됩니다.

출처: doc31.pdf, page 4; doc29.xlsx, sheet 자주 묻는 질문, S1,S4; doc29.xlsx, sheet 자주 묻는 질문, S1,S3,S4"
Test 45,6차 마스터,제도 RAG,중,Document,PASS,document,success,False,True,7019.5,[],"""예금이 만기되었을 때 자동으로 이전과 같은 예금에 고착화되는 재예치는 불가능하다고 알고 있습니다. 그렇다면 제가 이번 예금 만기가 돌아오기 전에, 금융기관 시스템에서 동일한 정기예금으로 '만기예약매수'를 임의로 직접 신청해 두는 것도 자동 재예치 금지 규정에 걸리나요?""","• 아닙니다. 규정에 걸리지 않으며 정상적으로 허용됩니다 .
• 이유: 가입자가 개별 예금 만기 도래 전에 직접 처리해 두는 만기예약매수는, 가입자가 능동적으로 내린 '일회성 자발적 운용지시'로 간주됩니다 . 따라서 시스템이 임의로 수행하는 포괄적 '자동 재예치'와는 법적으로 완전히 구별되어 동일한 예금으로의 재투자가 가능합니다 .","아닙니다. 만기예약매수는 자동 재예치와는 구별되며, 가입자가 스스로 한 운용지시로 간주됩니다. 따라서 기존과 같은 원리금보장상품을 계속 운용하는 것이 가능합니다. 이는 공식 FAQ에 명시된 내용으로, 만기예약매수를 통해 동일한 상품을 다시 운용하는 것은 자동 재예치 금지 규정에 걸리지 않습니다.

출처: doc29.xlsx, sheet 자주 묻는 질문, page 46"
Test 46,6차 마스터,제도 RAG,상,Document,PASS,document,success,False,True,11319.5,[],"""자동 재예치가 금지되어 예금이 만기되면 전액 현금화된다고 배웠습니다. 그런데 제가 편입하고 있는 디폴트옵션 상품이 '예금 50%와 펀드 50%가 혼합되어 승인된 포트폴리오형' 상품입니다. 이 포트폴리오 내부에 든 예금이 만기되었을 때도 자동으로 재예치가 되지 않고 무조건 다 상환금으로 빠져나가 포트폴리오 구조가 해체되나요?""","• 아닙니다. 예외적으로 재예치가 가능하여 포트폴리오 구조가 깨지지 않습니다 .
• 규정 원리:
• 예금과 펀드가 함께 혼합되어 정부 승인을 받은 포트폴리오형 상품은 전체를 '만기가 없는 하나의 단일 투자 상품'처럼 취급합니다 .
• 따라서 포트폴리오 내부에 편입된 원리금보장상품(예금)에 한해서는 예외적으로 자동 재예치가 허용됩니다 .
• *주의*: 펀드가 단 1%도 섞이지 않고 원리금보장상품으로만 구성된 포트폴리오는 이 예외를 적용받지 못해 만기 시 그대로 현금 상환됩니다 .","네, 맞습니다. 디폴트옵션 상품 내에서 예금 부분이 만기되더라도 자동으로 재예치되지 않고 전액 상환금으로 처리되며, 이로 인해 포트폴리오 구조가 해체됩니다.

디폴트옵션 제도는 가입자가 퇴직연금 적립금을 일정 기간 방치하지 않도록 하기 위해 도입된 제도로, 상품 만기 시 자동 재예치되지 않고 6주의 유예기간이 지나면 미리 정해 둔 디폴트옵션 상품으로 운용됩니다. 따라서 예금과 펀드가 함께 편입된 포트폴리오라 하더라도, 예금 만기 시 자동 재예치는 금지되어 있으며, 해당 예금은 상환금으로 처리됩니다.

다만, 예금과 펀드가 함께 편입된 포트폴리오는 전체를 하나의 상품으로 간주하기 때문에 예외적으로 재예치가 가능하다는 점도 참고하시기 바랍니다. 그러나 원리금 보장 상품만으로 구성된 포트폴리오는 만기 상환이 적용된다는 점 유의하시기 바랍니다.

출처:
- doc31.pdf, page 4
- doc29.xlsx, sheet 자주 묻는 질문
- doc20.docx, document 1"
Test 47,6차 마스터,제도 RAG,상,Document,PASS,document,success,False,True,8812.9,[],"""가입 중인 '예금 30%+펀드A 40%+펀드B 30%' 비중의 포트폴리오 디폴트옵션 중, 최근 성과가 너무 부진한 '펀드A'만 콕 집어서 단독으로 전부 매도(환매)해 버리고 펀드A만 따로 제외할 수 있나요? 아니면 이 포트폴리오를 아예 해체하고 예금과 펀드B만 쪼개어 그대로 들고 있어도 동일하게 디폴트옵션을 보유한 것으로 인정되나요?""","• 두 가지 요청 모두 불가능합니다 .
• 이유 및 원리:
1. 포트폴리오형 디폴트옵션은 편입된 구성 상품들을 묶어 통째로 하나의 상품으로 정부 승인을 받은 것입니다 . 따라서 포트폴리오 내부 개별 상품만 낱개로 떼어 단독 매수/매도하는 것은 엄격히 금지됩니다 .
2. 포트폴리오를 해체하여 개별 상품들을 분리 보유하게 되면, 승인 상품으로서의 일관된 성격을 상실하므로 더 이상 디폴트옵션을 정상 보유 중인 것으로 인정받을 수 없습니다 .","아니요, 포트폴리오 디폴트옵션에서 특정 펀드만을 단독으로 매도하거나 제외하는 것은 허용되지 않습니다. 

포트폴리오는 승인된 하나의 상품으로 간주되기 때문에, 이를 해체하여 구성상품을 낱개로 들고 있을 경우 더 이상 동일한 포트폴리오형 디폴트옵션을 보유하는 것으로 보기 어렵습니다. 만약 펀드 A의 성과가 부진하여 해당 펀드를 매도하고자 한다면, 전체 포트폴리오를 해체한 후 예금과 펀드 B만 별도로 관리하는 방식이 필요할 수 있습니다. 그러나 이 경우에도 기존의 디폴트옵션 상품으로서의 효력은 상실하게 됩니다.

따라서, 현재로서는 포트폴리오 전체를 유지하거나, 전체를 매도한 후 새로운 디폴트옵션 상품을 매수하는 방법만이 가능합니다. (출처: doc29.xlsx, 자주 묻는 질문, S1,S4)"
Test 48,6차 마스터,실무 RAG,중,Document,PASS,document,success,False,True,11483.6,[],"""제가 회사를 퇴직하게 되었는데, 퇴직 이후에도 과학기술인연금 홈페이지에 기존 아이디로 로그인해서 재직 시절의 거래 및 적립금 과거 내역을 제한 없이 마음대로 조회할 수 있나요? 다른 회사나 계좌로 자산을 승계(중도이전)한 이력이 있는 가입자의 과거 내역 조회 범위와 함께 알려주세요.""","• 조회 및 접속이 불가능합니다 .
• 세부 규칙:
• 퇴직 등으로 인해 가입자의 상태가 '재직' 상태가 아닌 가입자는 과학기술인연금 홈페이지 접속 및 거래내역 조회가 원칙적으로 차단됩니다 . 과거 이력이 급히 필요한 경우 공제회 고객센터를 통해 수동 신청해야 합니다 .
• 다른 계좌로 자산을 이관한 '승계(중도이전)' 이력이 있는 회원의 경우, 중도이전 이전의 과거 내역은 조회가 절대 불가하며 오직 승계(중도이전) 이후 발생한 내역만 한정하여 조회가 가능합니다 .","퇴직 이후에도 과학기술인연금 홈페이지에 기존 아이디로 로그인하여 재직 시절의 거래 및 적립금 과거 내역을 조회할 수 있는지에 대한 직접적인 언급은 제공된 자료에 없습니다. 다만, 기존에 미래에셋증권과 거래가 있던 가입자의 경우, 주소나 휴대전화 등의 개인정보는 이미 등록되어 있어 명부의 정보로 갱신되지 않으며, 이는 가입자 본인이 제공한 정보가 우선된다는 점을 확인할 수 있습니다. 또한, 명부에 작성된 휴대전화와 이메일 주소로 알림 서비스가 제공된다고 합니다.

자산을 다른 회사나 계좌로 승계(중도이전)한 이력이 있는 가입자의 과거 내역 조회 범위에 대해서는 명시된 정보가 없어 확인이 어렵습니다. 제공된 자료에서는 퇴직연금 가입자의 개인정보 처리와 관련된 사항들이 주로 다루어지고 있으며, 자산 승계에 관한 구체적인 내용은 포함되어 있지 않습니다.

따라서, 퇴직 후에도 기존 아이디로 로그인을 통해 과거 내역을 조회할 수 있는지에 대한 정확한 답변을 드리기 어렵습니다. 자산 승계 이력이 있는 경우의 조회 범위에 대해서도 확인이 필요합니다. 추가적인 정보를 원하시면 과학기술인연금 홈페이지나 관련 부서에 직접 문의하시는 것을 권장드립니다.

출처:
- doc55.docx, 문서 1
- doc52.docx, 문서 1
- doc17.pdf, 페이지 2
- doc29.xlsx, 시트 자주 묻는 질문
- doc31.pdf, 페이지 2"
Test 49,6차 마스터,실무 RAG,상,Document,FAIL,document,success,False,True,9368.9,"[""D:required_fact_coverage_low:0/3""]","""과학기술인연금 홈페이지에서 보유 중인 펀드나 자산을 다른 상품으로 바꾸는 '교체매매'를 수동으로 등록했습니다. 등록하는 즉시 실시간으로 기존 자산 매도와 신규 자산 매수가 끝나는 것인가요? 실제 영업일 기준 주문 처리 접수 시점과, 다른 기관(과기공↔미래) 자산 간 이동(스위칭) 시 며칠의 추가 시차가 발생하는지 명시해 주세요.""","• 실시간으로 처리되지 않습니다 .
• 상세 일정:
• 교체매매 등록일 및 부담금 납입일에 즉시 주문되지 않고, 등록일/납입일의 익일(다음 날) 오전 9시 20분 이후에 '일괄 매매' 주문으로 취합되어 전산 처리됩니다 .
• 과기공 자산과 외부 미래에셋 자산 간의 스위칭(이동) 교체매매의 경우, 정산에 D+1영업일이 추가로 소요되며 매수 결제일이 정상 반영된 이후에만 최종 반영 조회가 가능합니다 . (단, 과기공 자체 예금 매수에 한해서는 당일 16시 30분 이후 즉시 매수가 처리됩니다) .","아닙니다. 과학기술인연금 홈페이지에서 교체매매를 수동으로 등록하더라도, 실시간으로 기존 자산 매도와 신규 자산 매수가 완료되는 것은 아닙니다.

1. **주문 접수 및 처리 시점**: 교체매매 주문은 접수된 후 당사 담당자가 서류를 검토하고 접수 처리를 완료한 후에야 실제로 처리됩니다. 이 과정은 시간이 소요될 수 있으며, 접수 완료 알림톡이 발송된 이후에 처리가 진행됩니다.

2. **기관 간 이동(스위칭) 시 시차 발생**: 과기공과 미래 간의 자산 이동(스위칭) 시에는 추가적인 영업일 시차가 발생할 수 있습니다. 이는 기관 간 정산 절차에 따른 것으로, 정확한 일수는 제공된 자료에 명시되어 있지 않지만 일반적으로 몇 영업일의 시차가 발생할 수 있습니다.

따라서 교체매매를 수동으로 등록한 후에도 일정 시간이 소요될 수 있으며, 기관 간 자산 이동 시 추가적인 시차가 발생할 수 있다는 점을 유의하시기 바랍니다. 정확한 일정은 관련 기관과의 확인이 필요합니다."
Test 50,6차 마스터,실무 RAG + Logic,최상,Document,PASS,document,success,False,True,12294.5,[],"""모바일 연금 앱에서 부담금 운용방법 변경을 거의 다 완료했는데, 마지막 등록 단계에서 '위험자산비중 계산 중 에러가 발생하였습니다'라는 팝업이 뜨며 막힙니다. 제가 조작을 잘못한 것인가요? 이 팝업 에러가 발생하는 구체적인 원인과 실제 매뉴얼상 제시된 두 가지 자가 해결 방법을 가르쳐주세요.""","• 가입자의 조작 실수보다는 비율 입력 누락으로 인한 전산 체크 에러입니다 .
• 에러 발생 원인: 가입자가 부담금 운용방법 변경 메뉴를 진행할 때, 특정 상품들의 우측 '투자 비율' 칸을 공란(공백)으로 비워둔 채 하단 '투자 가능 여부' 체크를 '미확인' 상태로 남겨두고 등록을 신청했기 때문에 시스템 비율 연산 에러가 발생한 것입니다 .
• 실무 조치 방법:
1. 변경하고자 하는 모든 상품의 투자 비율 칸에 정확한 수치(총합 100% 규격)가 전부 입력되었는지 확인해야 합니다 .
2. 비율 입력 후 '투자 성향 진단/확인' 및 '상품약관 다운로드' 단계를 차례대로 클릭하여 검증을 거친 후 등록을 다시 접수해야 합니다 .","아닙니다. 해당 팝업 에러는 사용자님께서 조작을 잘못하신 것이 아니라, 모바일 연금 앱에서 부담금 운용방법 변경 시 발생할 수 있는 문제입니다. 이 에러는 주로 다음과 같은 두 가지 이유로 발생할 수 있습니다.

1. **투자비율 입력 오류**: 사용자가 입력한 위험자산 비중이 허용 범위를 초과하거나, 필수 입력란이 누락된 경우 에러가 발생할 수 있습니다. 연금 상품의 특성상 퇴직연금 적립금의 70%까지만 투자가 가능하므로, 이를 초과하지 않도록 주의해야 합니다.

2. **시스템 처리 중 오류**: 가끔 시스템 자체의 문제로 인해 정상적인 입력값도 처리되지 않을 수 있습니다. 이 경우 잠시 후 다시 시도하거나, 고객센터에 문의하여 문제를 해결할 수 있습니다.

다음은 두 가지 자가 해결 방법입니다:

1. **입력값 재확인 및 수정**: 입력한 위험자산 비중이 70% 이하인지 확인하고, 모든 필수 입력란이 정확히 채워졌는지 다시 한번 확인합니다. 만약 초과했다면 비율을 조정하여 다시 시도해보세요.

2. **앱 재시작 및 캐시 삭제**: 앱을 완전히 종료한 후 다시 실행하거나, 앱의 캐시를 삭제하여 초기화한 뒤 다시 시도해 보세요. 이는 시스템 오류를 임시로 해결할 수 있는 방법입니다.

위의 방법들을 시도해도 문제가 해결되지 않는다면, 고객센터에 문의하여 추가적인 지원을 받는 것이 좋습니다. 출처: 참고 자료 2, 4, 5."
Test 51,7차 마스터,제도 RAG,중,Document,PASS,document,success,False,True,9886.6,[],"""현재 제 퇴직연금 계좌에 디폴트옵션 상품인 A유형과 B유형을 동시에 보유하고 있습니다. 이 상태에서 A유형을 더 매수하고 싶어서 수동으로 직접 매수(옵트인)를 신청하려고 하는데, 기존에 들고 있던 상품과 동일하니까 추가 매수 처리가 정상적으로 완료되는 게 맞나요?""","• 불가능합니다. 복수의 디폴트옵션 상품을 보유 중인 경우에는 추가 옵트인 매수가 엄격히 제한됩니다 .
• 해결 방법: 기존 자산 중 하나(예: B유형)를 전량 매도하여 계좌 내에 단 1개의 디폴트옵션 상품만 남도록 정리한 이후에야 남은 상품에 대한 추가 옵트인 매수가 허용됩니다 .","네, 현재 보유 중인 디폴트옵션 상품(A유형)과 동일한 상품을 추가로 매수하는 것은 가능합니다.

디폴트옵션 상품의 경우, 이미 해당 상품을 운용 중인 가입자는 동일한 상품에 대해 추가 매수가 예외적으로 허용됩니다. 따라서 A유형을 더 매수하고자 한다면, 기존에 보유한 A유형 상품과 동일한 상품을 추가로 매수할 수 있습니다. 다만, 디폴트옵션 적립금을 정리한 뒤 진행해야 한다는 점을 유의하시기 바랍니다."
Test 52,7차 마스터,제도 RAG,상,Document,PASS,document,success,False,True,10118.1,[],"""현재 제 계좌에 디폴트옵션 A유형 상품을 실제로 매수해서 들고 있습니다. 그런데 앞으로 들어올 만기 자금 등에 적용될 지정 상품은 미래를 대비해 B유형으로 미리 변경해 두었습니다. 이 상태에서 지정 상품이 B로 바뀌었으니 바로 B유형을 앱에서 직접 옵트인 매수해도 되나요?""","• 불가합니다. 지정 상품을 B로 변경해 두었더라도 현재 계좌에 디폴트옵션 A유형의 실제 잔고가 남아 있다면, B유형을 새로 옵트인 매수할 수 없습니다 .
• 규정 원리: 다른 유형의 상품을 직접 매수하려면 현재 보유 중인 디폴트옵션 적립금(A유형)을 먼저 전량 매도하여 정리해야만 진행할 수 있습니다 .","네, 가능합니다. 현재 디폴트옵션 적립금을 실제로 운용하고 있지 않은 가입자는 1개의 디폴트옵션 상품을 직접 매수할 수 있습니다. 따라서 지정만 되어 있고 실제 보유가 없는 상태라면 B유형으로 직접 매수하는 것이 가능합니다.

출처: doc29.xlsx, 자주 묻는 질문, 질문 ID 1번"
